func,type,layers,neurons,iteration,epoc,loss,forward_cpu,forward_time,back_cpu,back_time,adam_cpu,adam_time
tanh,Single-threaded,3,100,500,0,2.817584,12.210849,12.225781,15.201584,15.237796,1.258593,1.259247
tanh,Single-threaded,3,100,600,0,2.712033,14.641560,14.659533,18.159604,18.202033,1.513833,1.514620
tanh,Single-threaded,3,100,700,0,2.629990,17.072540,17.093396,21.119476,21.167926,1.764528,1.765425
tanh,Single-threaded,3,100,800,0,2.633882,19.498800,19.522729,24.088835,24.143815,2.012123,2.013148
tanh,Single-threaded,3,100,900,0,2.532739,21.933202,21.959946,27.035737,27.096915,2.259184,2.260319
tanh,Single-threaded,3,100,1000,0,2.503402,24.366589,24.396145,29.987766,30.054998,2.509944,2.511182
tanh,Single-threaded,3,128,0,0,4.730045,0.116564,0.116670,0.069129,0.069249,0.005176,0.005177
tanh,Single-threaded,3,128,100,0,3.822647,4.038266,4.041822,6.302475,6.313460,0.515782,0.515968
tanh,Single-threaded,3,128,200,0,3.311865,7.975284,7.982384,12.680076,12.702467,0.990309,0.990716
tanh,Single-threaded,3,128,300,0,3.038286,11.895146,11.905505,19.016977,19.050130,1.475703,1.476276
tanh,Single-threaded,3,128,400,0,2.819166,15.826853,15.840626,25.331615,25.375971,1.962050,1.962847
tanh,Single-threaded,3,128,500,0,2.697265,19.766794,19.783965,31.625872,31.680864,2.454048,2.455038
tanh,Single-threaded,3,128,600,0,2.604961,23.714100,23.734638,37.916885,37.982795,2.936874,2.938045
tanh,Single-threaded,3,128,700,0,2.526268,27.655301,27.679216,44.236296,44.313025,3.417123,3.418464
tanh,Single-threaded,3,128,800,0,2.520895,31.590118,31.617231,50.590839,50.678467,3.911939,3.913444
tanh,Single-threaded,3,128,900,0,2.418686,35.541005,35.571461,56.890778,56.988826,4.390945,4.392614
tanh,Single-threaded,3,128,1000,0,2.398442,39.477859,39.511511,63.236983,63.345564,4.862425,4.864277
tanh,Single-threaded,3,200,0,0,4.527945,0.324652,0.324815,0.356207,0.356521,0.009854,0.009856
tanh,Single-threaded,3,200,100,0,3.679455,11.490101,11.496632,38.284469,38.320990,1.757309,1.757711
tanh,Single-threaded,3,200,200,0,3.213450,24.204356,24.218346,80.746723,80.831232,3.718388,3.719317
tanh,Single-threaded,3,200,300,0,2.935764,36.035952,36.056704,121.564541,121.689801,5.581036,5.582356
tanh,Single-threaded,3,200,400,0,2.738592,46.664954,46.691707,158.967828,159.127471,7.269321,7.271056
tanh,Single-threaded,3,200,500,0,2.623647,57.288824,57.321439,196.394747,196.588578,8.912244,8.914387
tanh,Single-threaded,3,200,600,0,2.527207,67.919510,67.958239,234.059239,234.288976,10.534374,10.536897
tanh,Single-threaded,3,200,700,0,2.445989,80.680046,80.727331,280.463366,280.738040,12.596476,12.599454
tanh,Single-threaded,3,200,800,0,2.449373,93.108736,93.163542,326.172647,326.489415,14.662215,14.665644
tanh,Single-threaded,3,200,900,0,2.346978,103.841226,103.902303,367.094248,367.444212,16.430083,16.433877
tanh,Single-threaded,3,200,1000,0,2.320622,114.587796,114.655092,407.293679,407.675496,18.163799,18.167988
