func,type,layers,neurons,iteration,epoc,loss,forward_cpu,forward_time,back_cpu,back_time,adam_cpu,adam_time
tanh,Single-threaded,4,16,400,0,3.534183,0.559065,0.567171,0.562652,0.574457,0.045111,0.045266
tanh,Single-threaded,4,16,500,0,3.369507,0.698363,0.708285,0.702588,0.717171,0.056761,0.056951
tanh,Single-threaded,4,16,600,0,3.241336,0.837837,0.849750,0.842418,0.859863,0.068205,0.068433
tanh,Single-threaded,4,16,700,0,3.146115,0.977465,0.991306,0.982314,1.002691,0.079571,0.079836
tanh,Single-threaded,4,16,800,0,3.131616,1.117187,1.133099,1.122989,1.146344,0.090723,0.091029
tanh,Single-threaded,4,16,900,0,3.042833,1.256919,1.274722,1.263103,1.289432,0.101849,0.102191
tanh,Single-threaded,4,16,1000,0,3.014433,1.397593,1.417390,1.402597,1.431893,0.113201,0.113574
tanh,Single-threaded,4,32,0,0,4.650527,0.011843,0.011921,0.004087,0.004141,0.000330,0.000331
tanh,Single-threaded,4,32,100,0,4.275227,0.408909,0.411497,0.416487,0.419986,0.036500,0.036533
tanh,Single-threaded,4,32,200,0,3.772208,0.805402,0.810395,0.826919,0.833768,0.071612,0.071681
tanh,Single-threaded,4,32,300,0,3.464203,1.201037,1.208527,1.240850,1.251074,0.108373,0.108486
tanh,Single-threaded,4,32,400,0,3.265601,1.600052,1.609994,1.653756,1.667449,0.144391,0.144544
tanh,Single-threaded,4,32,500,0,3.154631,1.995817,2.008375,2.067039,2.083984,0.179474,0.179670
tanh,Single-threaded,4,32,600,0,3.081734,2.394707,2.409878,2.479852,2.500139,0.214554,0.214794
tanh,Single-threaded,4,32,700,0,3.027487,2.793263,2.810797,2.892282,2.915994,0.249540,0.249825
tanh,Single-threaded,4,32,800,0,3.038549,3.192418,3.212358,3.303672,3.330701,0.285291,0.285634
tanh,Single-threaded,4,32,900,0,2.941982,3.593290,3.615721,3.715775,3.746226,0.320673,0.321051
tanh,Single-threaded,4,32,1000,0,2.891331,3.992333,4.017177,4.129748,4.163503,0.355898,0.356319
