tanf-tanD,0,4.408719,0.037224,0.011195
tanf-tanD,1000,2.610030,12.827537,11.469511
tanf-tanD,2000,2.458768,25.641451,22.949645
tanf-tanD,3000,2.342544,38.467224,34.451757
tanf-tanD,4000,2.218452,51.296388,45.961532
tanf-tanD,5000,2.192480,64.131548,57.497614
tanf-tanD,6000,2.113447,76.971058,68.991911
tanf-tanD,7000,2.088910,89.813629,80.512128
tanf-tanD,8000,2.036963,102.658053,92.006229
tanf-tanD,9000,2.008667,115.505519,103.493292
tanf-tanD,10000,1.957994,128.358870,114.937271
tanf-tanD,11000,1.978427,141.208271,126.362889
tanf-tanD,12000,1.928525,154.055517,137.829074
tanf-tanD,13000,1.890655,166.902838,149.249987
tanf-tanD,14000,1.893619,179.751957,160.832311
tanf-tanD,15000,1.842695,192.603955,172.331025
tanf-tanD,16000,1.815583,205.459390,183.865138
tanf-tanD,17000,1.822130,218.314445,195.371844
tanf-tanD,18000,1.813434,231.171886,206.918836
tanf-tanD,19000,1.763409,244.030234,218.501374
tanf-tanD,20000,1.765013,256.888351,230.009340
tanf-tanD,21000,1.823579,269.743403,241.515062
tanf-tanD,22000,1.692970,282.599743,252.983918
tanf-tanD,23000,1.769350,295.453574,264.527613
tanf-tanD,24000,1.733506,308.301247,276.029005
tanf-tanD,25000,1.720058,321.153345,287.495523
tanf-tanD,26000,1.714508,334.008624,298.932464
tanf-tanD,27000,1.714641,346.861075,310.509607
tanf-tanD,28000,1.729105,359.712287,322.063685
tanf-tanD,29000,1.705702,372.568457,333.579821
tanf-tanD,30000,1.719334,385.426453,345.120373
tanf-tanD,31000,1.660319,398.285627,356.578011
tanf-tanD,32000,1.646428,411.144140,368.048234
tanf-tanD,33000,1.670249,424.003675,379.516760
tanf-tanD,34000,1.632508,436.863913,390.956848
tanf-tanD,35000,1.723125,449.725938,402.466376
tanf-tanD,36000,1.604780,462.581895,413.969552
tanf-tanD,37000,1.616610,475.441421,425.457553
tanf-tanD,38000,1.632829,488.300625,436.953238
tanf-tanD,39000,1.594519,501.161380,448.405801
tanf-tanD,40000,1.706584,514.028078,459.971507
tanf-tanD,41000,1.614019,526.894186,471.469694
tanf-tanD,42000,1.658076,539.759949,482.963448
tanf-tanD,43000,1.564200,552.621038,494.528655
tanf-tanD,44000,1.560310,565.485040,506.041182
tanf-tanD,45000,1.573410,578.349229,517.610737
tanf-tanD,46000,1.570928,591.213493,529.183775
tanf-tanD,47000,1.582751,604.076925,540.623559
tanf-tanD,48000,1.548356,616.936957,552.088668
tanf-tanD,49000,1.552185,629.801016,563.512570
tanf-tanD,50000,1.603641,642.664294,575.057243
tanf-tanD,51000,1.513223,655.526297,586.512807
tanf-tanD,52000,1.644387,668.387716,597.941641
tanf-tanD,53000,1.589153,681.248965,609.422752
tanf-tanD,54000,1.549732,694.115995,620.929564
tanf-tanD,55000,1.500266,706.983608,632.415000
tanf-tanD,56000,1.626929,719.738421,643.753963
tanf-tanD,57000,1.544355,732.211604,654.657866
tanf-tanD,58000,1.532815,744.594126,665.463192
tanf-tanD,59000,1.451149,756.970034,676.260644
tanf-tanD,60000,1.518959,769.371310,687.090707
tanf-tanD,61000,1.510677,781.884902,698.042576
tanf-tanD,62000,1.586492,794.352371,708.940729
tanf-tanD,63000,1.548937,806.863442,719.906825
tanf-tanD,64000,1.546436,819.389383,730.880798
tanf-tanD,65000,1.492629,831.929455,741.882141
tanf-tanD,66000,1.558167,844.442823,752.853394
tanf-tanD,67000,1.509448,856.936634,763.776016
tanf-tanD,68000,1.547413,869.257720,774.515416
tanf-tanD,69000,1.478321,881.681129,785.360994
tanf-tanD,70000,1.449380,894.193504,796.308400
tanf-tanD,71000,1.466917,906.711208,807.262251
tanf-tanD,72000,1.555039,919.189496,818.174222
tanf-tanD,73000,1.509518,931.693671,829.105983
tanf-tanD,74000,1.493620,944.096529,839.941093
tanf-tanD,75000,1.519935,956.623306,850.915540
tanf-tanD,76000,1.486263,969.051571,861.778807
tanf-tanD,77000,1.458527,981.444858,872.604883
tanf-tanD,78000,1.592247,993.988587,883.599441
tanf-tanD,79000,1.455513,1006.528770,894.591679
tanf-tanD,80000,1.502102,1018.881491,905.370967
tanf-tanD,81000,1.398941,1031.297063,916.221856
tanf-tanD,82000,1.406487,1043.921403,927.321229
tanf-tanD,83000,1.424806,1056.460713,938.312003
tanf-tanD,84000,1.558543,1069.040084,949.362974
tanf-tanD,85000,1.423608,1081.619459,960.407197
tanf-tanD,86000,1.447241,1094.159647,971.405460
tanf-tanD,87000,1.465224,1106.626629,982.309051
tanf-tanD,88000,1.446375,1119.181345,993.312624
tanf-tanD,89000,1.439091,1131.702944,1004.276733
tanf-tanD,90000,1.495139,1144.220183,1015.241444
tanf-tanD,91000,1.425043,1156.692804,1026.153973
tanf-tanD,92000,1.442136,1169.240654,1037.147496
tanf-tanD,93000,1.419404,1181.735975,1048.088602
tanf-tanD,94000,1.366065,1194.216630,1059.011092
tanf-tanD,95000,1.413745,1206.756560,1069.995496
tanf-tanD,96000,1.545862,1219.239268,1080.918658
tanf-tanD,97000,1.409048,1231.750428,1091.874463
tanf-tanD,98000,1.410700,1244.224399,1102.782926
tanf-tanD,99000,1.418571,1256.736035,1113.735385
tanf-tanD,100000,1.416951,1269.152301,1124.581018
tanf-tanD,101000,1.404333,1281.548177,1135.403352
tanf-tanD,102000,1.480003,1293.917418,1146.201338
tanf-tanD,103000,1.447694,1306.523036,1157.280004
tanf-tanD,104000,1.426107,1319.051848,1168.259721
tanf-tanD,105000,1.411614,1331.549502,1179.201932
tanf-tanD,106000,1.483027,1344.029615,1190.116986
tanf-tanD,107000,1.356493,1356.526815,1201.056439
tanf-tanD,108000,1.453366,1369.093755,1212.079417
tanf-tanD,109000,1.443068,1381.629963,1223.070437
tanf-tanD,110000,1.416232,1394.154213,1234.042112
tanf-tanD,111000,1.390919,1406.708662,1245.055183
tanf-tanD,112000,1.413053,1419.242478,1256.033092
tanf-tanD,113000,1.390857,1431.801673,1267.040004
tanf-tanD,114000,1.472187,1444.310287,1277.999327
tanf-tanD,115000,1.405472,1456.841448,1288.974228
tanf-tanD,116000,1.422167,1469.381616,1299.958058
tanf-tanD,117000,1.393824,1481.940996,1310.959263
tanf-tanD,118000,1.444868,1494.531683,1322.003971
tanf-tanD,119000,1.467386,1507.101308,1333.011390
tanf-tanD,120000,1.462369,1519.615901,1343.961055
tanf-tanD,121000,1.404835,1532.144685,1354.931866
tanf-tanD,122000,1.422223,1544.700343,1365.930548
tanf-tanD,123000,1.461394,1557.305278,1377.013700
tanf-tanD,124000,1.369811,1569.838719,1387.979116
tanf-tanD,125000,1.357228,1582.391143,1398.968281
tanf-tanD,126000,1.436131,1594.958312,1409.971096
tanf-tanD,127000,1.369851,1607.349499,1420.783900
tanf-tanD,128000,1.463312,1619.685285,1431.533163
tanf-tanD,129000,1.374027,1632.180327,1442.458905
tanf-tanD,130000,1.428071,1644.671223,1453.377902
tanf-tanD,131000,1.463345,1657.196262,1464.345969
tanf-tanD,132000,1.435773,1669.684746,1475.266084
tanf-tanD,133000,1.358192,1682.271115,1486.303827
tanf-tanD,134000,1.328950,1694.839781,1497.328733
tanf-tanD,135000,1.433851,1707.383426,1508.302707
tanf-tanD,136000,1.388275,1719.893117,1519.242374
tanf-tanD,137000,1.406938,1732.443541,1530.220984
tanf-tanD,138000,1.396954,1744.881443,1541.083022
tanf-tanD,139000,1.357202,1757.347592,1551.980718
tanf-tanD,140000,1.413165,1769.908341,1562.971969
tanf-tanD,141000,1.433612,1782.403146,1573.890582
tanf-tanD,142000,1.391172,1794.953726,1584.875988
tanf-tanD,143000,1.436847,1807.456302,1595.817270
tanf-tanD,144000,1.357685,1819.935420,1606.745447
tanf-tanD,145000,1.388683,1832.375747,1617.615254
tanf-tanD,146000,1.318014,1844.934543,1628.611543
tanf-tanD,147000,1.398652,1857.453896,1639.587838
tanf-tanD,148000,1.424035,1870.070427,1650.669660
tanf-tanD,149000,1.390881,1882.624827,1661.674042
tanf-tanD,150000,1.463565,1895.142519,1672.634642
tanf-tanD,151000,1.387263,1907.694476,1683.640597
tanf-tanD,152000,1.363465,1920.262347,1694.657715
tanf-tanD,153000,3.016484,1932.792617,1705.636505
tanf-tanD,154000,2.744241,1945.268548,1716.652401
tanf-tanD,155000,2.589688,1957.684768,1727.584736
tanf-tanD,156000,2.427935,1970.123955,1738.525988
tanf-tanD,157000,2.359722,1982.540878,1749.430784
tanf-tanD,158000,2.305703,1995.020346,1760.394169
tanf-tanD,159000,2.188754,2007.492216,1771.345244
tanf-tanD,160000,2.163912,2019.984546,1782.306823
tanf-tanD,161000,2.125852,2032.517610,1793.299229
tanf-tanD,162000,2.124988,2045.048499,1804.288239
tanf-tanD,163000,2.080946,2057.584521,1815.280004
tanf-tanD,164000,2.070951,2070.121827,1826.266442
tanf-tanD,165000,1.994726,2082.582255,1837.165828
tanf-tanD,166000,2.035535,2094.915720,1847.919323
tanf-tanD,167000,1.958285,2107.247584,1858.671673
tanf-tanD,168000,1.970981,2119.666382,1869.509217
tanf-tanD,169000,1.963694,2132.096543,1880.363708
tanf-tanD,170000,1.938852,2144.541913,1891.229110
tanf-tanD,171000,1.875457,2157.081265,1902.191740
tanf-tanD,172000,1.872562,2169.650774,1913.190315
tanf-tanD,173000,1.870202,2182.158966,1924.124574
tanf-tanD,174000,1.811871,2194.638177,1935.024076
tanf-tanD,175000,1.805768,2207.172065,1945.984009
tanf-tanD,176000,1.839766,2219.638089,1956.865956
tanf-tanD,177000,1.809529,2232.201473,1967.847812
tanf-tanD,178000,1.874066,2244.766372,1978.832712
tanf-tanD,179000,1.811464,2257.333888,1989.821163
tanf-tanD,180000,1.763688,2269.914583,2000.827171
tanf-tanD,181000,1.774794,2282.413624,2011.745515
tanf-tanD,182000,1.758813,2294.898006,2022.641614
tanf-tanD,183000,1.809034,2307.464679,2033.630497
tanf-tanD,184000,1.778606,2320.038521,2044.623003
tanf-tanD,185000,1.754731,2332.471254,2055.463426
tanf-tanD,186000,1.695057,2345.014545,2066.424459
tanf-tanD,187000,1.680307,2357.406897,2077.219503
tanf-tanD,188000,1.683366,2369.977805,2088.211306
tanf-tanD,189000,1.694401,2382.553242,2099.202804
tanf-tanD,190000,1.720362,2395.120149,2110.187779
tanf-tanD,191000,1.658674,2407.673584,2121.164981
tanf-tanD,192000,1.667793,2420.168572,2132.060816
tanf-tanD,193000,1.671976,2432.697766,2143.012692
tanf-tanD,194000,1.656055,2445.249139,2153.978968
tanf-tanD,195000,1.750451,2457.727135,2164.870037
tanf-tanD,196000,1.699927,2470.214815,2175.757276
tanf-tanD,197000,1.667236,2482.698256,2186.641628
tanf-tanD,198000,1.636292,2495.225839,2197.571778
tanf-tanD,199000,1.684821,2507.738389,2208.479901
tanf-tanD,200000,1.617247,2520.133990,2219.257079
tanf-tanD,201000,1.681602,2532.624634,2230.141404
tanf-tanD,202000,1.581919,2545.140763,2241.049555
tanf-tanD,203000,1.595134,2557.649457,2251.955944
tanf-tanD,204000,1.606691,2570.183869,2262.888381
tanf-tanD,205000,1.652079,2582.863908,2274.002399
tanf-tanD,206000,1.625283,2595.376215,2284.914640
tanf-tanD,207000,1.659984,2607.904032,2295.837905
tanf-tanD,208000,1.623397,2620.409469,2306.738304
tanf-tanD,209000,1.662660,2632.884662,2317.606762
tanf-tanD,210000,1.597894,2645.401732,2328.519381
tanf-tanD,211000,1.652337,2657.954966,2339.478088
tanf-tanD,212000,1.540178,2670.465823,2350.383036
tanf-tanD,213000,1.565316,2682.982039,2361.293168
tanf-tanD,214000,1.545170,2695.497816,2372.205090
tanf-tanD,215000,1.598405,2708.008952,2383.110530
tanf-tanD,216000,1.637266,2720.522251,2394.016877
tanf-tanD,217000,1.609626,2733.039231,2404.926659
tanf-tanD,218000,1.600458,2745.554631,2415.833267
tanf-tanD,219000,1.570890,2758.066599,2426.737252
tanf-tanD,220000,1.547015,2770.584864,2437.646545
tanf-tanD,221000,1.672680,2783.103667,2448.557570
tanf-tanD,222000,1.573204,2795.627182,2459.466430
tanf-tanD,223000,1.585151,2808.138318,2470.369533
tanf-tanD,224000,1.494815,2820.647316,2481.271362
tanf-tanD,225000,1.539980,2833.157078,2492.173753
tanf-tanD,226000,1.490670,2845.671924,2503.078963
tanf-tanD,227000,1.649699,2858.054178,2513.850889
tanf-tanD,228000,1.493200,2870.369951,2524.560781
tanf-tanD,229000,1.496357,2882.892436,2535.473603
tanf-tanD,230000,1.539904,2895.415234,2546.388976
tanf-tanD,231000,1.530388,2907.929314,2557.294651
tanf-tanD,232000,1.488809,2920.443830,2568.199840
tanf-tanD,233000,1.630315,2932.962815,2579.108441
tanf-tanD,234000,1.499688,2945.487243,2590.025102
tanf-tanD,235000,1.499194,2958.009524,2600.935777
tanf-tanD,236000,1.533713,2970.528858,2611.848112
tanf-tanD,237000,1.472651,2983.044796,2622.756257
tanf-tanD,238000,1.449808,2995.559628,2633.663276
tanf-tanD,239000,1.567343,3008.071159,2644.565720
tanf-tanD,240000,1.489260,3020.588950,2655.471196
tanf-tanD,241000,1.476907,3033.110337,2666.379802
tanf-tanD,242000,1.503225,3045.627348,2677.290236
tanf-tanD,243000,1.480780,3058.143282,2688.197808
tanf-tanD,244000,1.476167,3070.659252,2699.103460
tanf-tanD,245000,1.594436,3083.177278,2710.011478
tanf-tanD,246000,1.503599,3095.704517,2720.929080
tanf-tanD,247000,1.480974,3108.223480,2731.834855
tanf-tanD,248000,1.469781,3120.668189,2742.658769
tanf-tanD,249000,1.427814,3133.025405,2753.390275
tanf-tanD,250000,1.453200,3145.386935,2764.128523
tanf-tanD,251000,1.550519,3157.741584,2774.856725
tanf-tanD,252000,1.471632,3170.103421,2785.592014
tanf-tanD,253000,1.492493,3182.465193,2796.325612
tanf-tanD,254000,1.440940,3194.824052,2807.058504
tanf-tanD,255000,1.483264,3207.186020,2817.792193
tanf-tanD,256000,1.435602,3219.545319,2828.525508
tanf-tanD,257000,1.501967,3231.905843,2839.257204
tanf-tanD,258000,1.496188,3244.264070,2849.989090
tanf-tanD,259000,1.481247,3256.621821,2860.720099
tanf-tanD,260000,1.459729,3268.983348,2871.451472
tanf-tanD,261000,1.545028,3281.341528,2882.182498
tanf-tanD,262000,1.453422,3293.700621,2892.914174
tanf-tanD,263000,1.494299,3306.054652,2903.642703
tanf-tanD,264000,1.453861,3318.437668,2914.400757
tanf-tanD,265000,1.448309,3330.860978,2925.203915
tanf-tanD,266000,1.486005,3343.219977,2935.934462
tanf-tanD,267000,1.435170,3355.578483,2946.666263
tanf-tanD,268000,1.454429,3367.936837,2957.397334
tanf-tanD,269000,1.516463,3380.296756,2968.128194
tanf-tanD,270000,1.449293,3392.656476,2978.858865
tanf-tanD,271000,1.541359,3405.013792,2989.584441
tanf-tanD,272000,1.434286,3417.469035,3000.437749
tanf-tanD,273000,1.475660,3429.997683,3011.369128
tanf-tanD,274000,1.537188,3442.539203,3022.316264
tanf-tanD,275000,1.516227,3455.082652,3033.266789
tanf-tanD,276000,1.420875,3467.574465,3044.158183
tanf-tanD,277000,1.432745,3480.034074,3055.012188
tanf-tanD,278000,1.511116,3492.527886,3065.902392
tanf-tanD,279000,1.437863,3505.076626,3076.863199
tanf-tanD,280000,1.491935,3517.461247,3087.631923
tanf-tanD,281000,1.453565,3529.992075,3098.568523
tanf-tanD,282000,1.404012,3542.482682,3109.459994
tanf-tanD,283000,1.459728,3554.999832,3120.380825
tanf-tanD,284000,1.419551,3567.392655,3131.153989
tanf-tanD,285000,1.429181,3579.845047,3141.998305
tanf-tanD,286000,1.489630,3592.310093,3152.860728
tanf-tanD,287000,1.442283,3604.811884,3163.765301
tanf-tanD,288000,1.387907,3617.271030,3174.615348
tanf-tanD,289000,1.396193,3629.722287,3185.461597
tanf-tanD,290000,1.454262,3642.153663,3196.281529
tanf-tanD,291000,1.453288,3654.675837,3207.207745
